NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,state,county,tract
"Census Tract 702, Lorain County, Ohio",141,4,46,88,3,1431,52,120,652,250,178,115,64,1259,179,239,232,22,293,279,43,512,39,93,070200
"Census Tract 703, Lorain County, Ohio",217,33,131,53,0,2319,12,172,835,625,313,311,51,2135,362,313,313,73,390,295,53,934,39,93,070300
"Census Tract 704, Lorain County, Ohio",477,17,216,233,11,3331,45,527,1178,813,448,252,68,2759,320,660,614,24,848,658,72,1090,39,93,070400
"Census Tract 705, Lorain County, Ohio",128,77,32,13,6,2056,127,365,743,524,169,83,45,1564,128,439,303,19,320,228,56,864,39,93,070500
"Census Tract 706, Lorain County, Ohio",479,129,79,207,64,3812,8,332,1180,878,957,309,148,3472,457,729,634,63,787,699,109,1498,39,93,070600
"Census Tract 707, Lorain County, Ohio",263,45,83,131,4,1408,27,126,634,362,167,38,54,1255,92,311,305,5,316,277,26,572,39,93,070700
"Census Tract 709.01, Lorain County, Ohio",205,69,98,38,0,976,53,318,324,204,65,12,0,605,12,380,140,0,176,134,12,354,39,93,070901
"Census Tract 709.02, Lorain County, Ohio",538,61,147,313,17,2469,50,158,735,892,322,175,137,2261,312,466,449,141,286,278,23,1061,39,93,070902
"Census Tract 711, Lorain County, Ohio",422,57,59,262,44,3180,64,188,1131,840,300,412,245,2928,657,533,476,135,614,603,122,1303,39,93,071100
"Census Tract 712.01, Lorain County, Ohio",467,130,223,99,15,2674,87,381,1143,641,296,94,32,2206,126,578,474,21,433,406,25,1084,39,93,071201
"Census Tract 712.02, Lorain County, Ohio",226,7,94,24,101,2964,16,209,691,829,505,496,218,2739,714,395,395,70,394,374,146,1258,39,93,071202
"Census Tract 713, Lorain County, Ohio",391,62,164,141,24,3054,56,326,1077,701,268,387,239,2672,626,489,389,83,548,513,141,1252,39,93,071300
"Census Tract 714, Lorain County, Ohio",338,179,93,66,0,2064,56,455,643,595,149,95,71,1553,166,508,408,50,277,174,0,729,39,93,071400
"Census Tract 715, Lorain County, Ohio",305,53,93,152,7,1625,146,216,645,243,242,82,51,1263,133,196,120,6,331,273,26,653,39,93,071500
"Census Tract 771, Lorain County, Ohio",226,37,36,108,45,2641,24,119,797,596,382,533,190,2498,723,336,336,152,323,322,64,1176,39,93,077100
"Census Tract 801.01, Lorain County, Ohio",171,32,56,34,49,1772,37,96,524,559,156,269,131,1639,400,271,271,75,352,294,61,465,39,93,080101
"Census Tract 801.03, Lorain County, Ohio",346,7,64,247,28,3361,159,190,877,789,547,512,287,3012,799,669,560,163,550,548,229,1440,39,93,080103
"Census Tract 801.04, Lorain County, Ohio",179,18,27,99,35,2500,33,243,1015,537,250,327,95,2224,422,658,628,219,281,255,78,947,39,93,080104
"Census Tract 806, Lorain County, Ohio",569,16,399,126,28,3650,62,210,1300,906,412,432,328,3378,760,823,806,239,285,274,61,1581,39,93,080600
"Census Tract 807.01, Lorain County, Ohio",182,34,69,65,14,3306,6,29,779,804,377,882,429,3271,1311,351,351,145,1009,1007,460,813,39,93,080701
"Census Tract 807.02, Lorain County, Ohio",301,0,65,211,25,4009,36,85,810,689,652,1344,393,3888,1737,786,786,562,539,539,256,1644,39,93,080702
"Census Tract 901, Lorain County, Ohio",209,37,89,25,58,2788,13,110,1132,643,180,385,325,2665,710,341,327,134,496,486,165,1151,39,93,090100
"Census Tract 902, Lorain County, Ohio",283,40,152,65,26,2705,20,169,856,637,191,424,408,2516,832,302,268,74,357,335,142,1265,39,93,090200
"Census Tract 911, Lorain County, Ohio",281,91,53,116,21,2870,24,282,1064,655,220,478,147,2564,625,333,326,87,312,246,46,1085,39,93,091100
"Census Tract 912, Lorain County, Ohio",378,122,63,193,0,3204,38,460,1113,1043,212,261,77,2706,338,492,349,28,636,545,91,1463,39,93,091200
"Census Tract 921, Lorain County, Ohio",211,7,83,113,8,1835,40,35,772,331,288,216,153,1760,369,218,213,73,232,226,44,801,39,93,092100
"Census Tract 931, Lorain County, Ohio",489,4,382,65,38,2231,70,143,941,411,241,301,124,2018,425,269,267,78,339,308,56,996,39,93,093100
"Census Tract 941.01, Lorain County, Ohio",187,8,63,54,62,3643,12,152,1609,778,479,321,292,3479,613,777,777,226,422,404,120,1769,39,93,094101
"Census Tract 941.02, Lorain County, Ohio",288,29,132,96,31,2218,70,67,777,464,370,328,142,2081,470,280,274,69,351,323,97,987,39,93,094102
"Census Tract 951, Lorain County, Ohio",835,153,411,227,44,6107,48,778,2136,1597,636,743,169,5281,912,1160,997,99,1346,1191,253,2713,39,93,095100
"Census Tract 961, Lorain County, Ohio",566,63,176,124,203,4053,76,320,1393,894,358,562,450,3657,1012,534,534,175,950,865,223,1274,39,93,096100
"Census Tract 971, Lorain County, Ohio",171,11,74,23,63,2218,16,114,791,467,331,374,125,2088,499,222,222,89,411,383,180,998,39,93,097100
"Census Tract 972.01, Lorain County, Ohio",555,69,345,119,22,2477,16,172,637,568,378,438,268,2289,706,661,638,184,315,315,93,1061,39,93,097201
"Census Tract 972.02, Lorain County, Ohio",293,46,89,133,25,3718,10,211,1080,837,849,592,139,3497,731,742,711,138,545,529,136,1250,39,93,097202
"Census Tract 973, Lorain County, Ohio",318,65,172,81,0,1656,149,272,784,293,129,8,21,1235,29,495,406,0,207,182,0,581,39,93,097300
"Census Tract 974.01, Lorain County, Ohio",184,90,37,57,0,3877,5,61,259,969,230,1458,895,3811,2353,234,232,208,682,641,534,1775,39,93,097401
"Census Tract 974.02, Lorain County, Ohio",225,0,52,173,0,3860,9,66,756,663,152,1264,950,3785,2214,641,636,547,703,703,412,1617,39,93,097402
"Census Tract 975, Lorain County, Ohio",431,11,185,235,0,4604,324,577,1768,1005,430,420,80,3703,500,582,550,169,804,740,98,1920,39,93,097500
"Census Tract 976, Lorain County, Ohio",331,160,116,24,31,2089,60,321,683,615,178,184,48,1708,232,397,272,81,493,430,12,729,39,93,097600
"Census Tract 9902, Lorain County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,93,990200
"Census Tract 805, Lorain County, Ohio",162,0,13,128,21,5201,71,243,1405,1012,554,1231,685,4887,1916,1061,1013,495,1254,1243,596,1596,39,93,080500
"Census Tract 2.01, Lucas County, Ohio",208,65,127,16,0,1582,7,58,642,470,43,250,112,1517,362,343,343,78,462,462,135,524,39,95,000201
"Census Tract 2.02, Lucas County, Ohio",210,81,15,103,11,1273,45,183,433,319,156,104,33,1045,137,254,241,36,296,171,42,564,39,95,000202
"Census Tract 3.01, Lucas County, Ohio",76,16,1,59,0,1399,11,27,754,309,215,69,14,1361,83,336,324,24,250,250,13,556,39,95,000301
"Census Tract 3.02, Lucas County, Ohio",446,29,74,335,8,1448,30,84,318,445,338,147,86,1334,233,418,398,59,382,331,22,471,39,95,000302
"Census Tract 4, Lucas County, Ohio",413,66,62,273,12,2739,9,89,952,918,516,228,27,2641,255,744,737,64,613,613,33,866,39,95,000400
"Census Tract 6.01, Lucas County, Ohio",338,18,185,104,31,2147,19,210,709,722,210,151,126,1918,277,639,572,28,314,280,67,816,39,95,000601
"Census Tract 6.02, Lucas County, Ohio",93,24,53,16,0,558,0,46,206,131,60,65,50,512,115,163,163,78,140,118,19,240,39,95,000602
"Census Tract 7.01, Lucas County, Ohio",184,11,24,149,0,1085,72,171,295,406,68,57,16,842,73,68,68,20,290,264,0,585,39,95,000701
"Census Tract 7.02, Lucas County, Ohio",166,0,95,71,0,1482,15,11,645,527,211,36,37,1456,73,322,322,0,292,292,10,711,39,95,000702
"Census Tract 7.03, Lucas County, Ohio",26,0,0,26,0,607,2,156,156,185,19,74,15,449,89,157,51,21,56,31,0,305,39,95,000703
"Census Tract 8, Lucas County, Ohio",81,0,54,27,0,734,27,84,280,121,124,43,55,623,98,85,85,0,167,154,24,261,39,95,000800
"Census Tract 9, Lucas County, Ohio",139,56,45,38,0,1296,56,206,502,300,112,86,34,1034,120,352,246,24,166,138,13,588,39,95,000900
"Census Tract 10.01, Lucas County, Ohio",60,0,60,0,0,903,45,300,201,201,88,61,7,558,68,120,119,0,310,196,36,297,39,95,001001
"Census Tract 10.02, Lucas County, Ohio",172,0,92,80,0,1564,101,402,612,284,101,20,44,1061,64,285,202,35,340,276,0,613,39,95,001002
"Census Tract 11, Lucas County, Ohio",153,23,118,6,6,1291,21,182,551,328,124,66,19,1088,85,301,277,0,189,146,0,493,39,95,001100
"Census Tract 12.01, Lucas County, Ohio",198,72,54,70,2,1535,28,167,643,418,133,109,37,1340,146,400,330,30,290,247,7,520,39,95,001201
"Census Tract 12.02, Lucas County, Ohio",563,260,220,83,0,1715,63,598,688,305,51,0,10,1054,10,730,416,0,422,239,0,430,39,95,001202
"Census Tract 13.01, Lucas County, Ohio",243,0,80,119,44,1914,0,27,137,229,195,703,623,1887,1326,275,266,190,450,450,298,678,39,95,001301
"Census Tract 13.02, Lucas County, Ohio",682,13,146,350,173,917,48,131,136,184,136,116,166,738,282,367,298,203,158,158,0,188,39,95,001302
"Census Tract 13.03, Lucas County, Ohio",289,42,63,149,35,2300,58,134,392,717,131,484,384,2108,868,712,698,355,530,516,208,741,39,95,001303
"Census Tract 14, Lucas County, Ohio",62,14,13,17,18,981,26,72,374,312,131,66,0,883,66,221,211,49,158,137,0,456,39,95,001400
"Census Tract 15, Lucas County, Ohio",80,29,36,15,0,856,73,158,288,168,45,124,0,625,124,92,81,10,91,59,0,488,39,95,001500
"Census Tract 16.01, Lucas County, Ohio",124,32,29,63,0,916,4,51,264,335,60,169,33,861,202,247,247,74,99,99,8,349,39,95,001601
"Census Tract 16.02, Lucas County, Ohio",55,32,19,0,4,1034,11,125,209,321,90,237,41,898,278,241,211,129,62,62,22,563,39,95,001602
"Census Tract 18, Lucas County, Ohio",83,18,0,65,0,1587,33,523,555,204,191,60,21,1031,81,374,245,0,136,118,0,746,39,95,001800
"Census Tract 19, Lucas County, Ohio",74,19,35,20,0,985,36,141,390,252,83,8,75,808,83,131,123,0,262,212,83,428,39,95,001900
"Census Tract 20, Lucas County, Ohio",45,24,7,14,0,887,29,287,368,143,40,12,8,571,20,229,144,0,160,117,8,362,39,95,002000
"Census Tract 21, Lucas County, Ohio",282,23,73,109,77,1875,40,210,508,367,103,409,238,1625,647,512,489,233,176,176,93,749,39,95,002100
"Census Tract 24.01, Lucas County, Ohio",1066,169,249,626,22,1763,120,108,381,498,126,301,229,1535,530,587,496,193,269,197,86,588,39,95,002401
"Census Tract 24.02, Lucas County, Ohio",196,36,104,46,10,979,4,142,483,167,82,92,9,833,101,222,170,9,119,119,42,440,39,95,002402
"Census Tract 25, Lucas County, Ohio",119,24,45,50,0,1120,36,217,420,360,30,57,0,867,57,158,140,6,226,136,42,531,39,95,002500
"Census Tract 26, Lucas County, Ohio",103,16,87,0,0,686,27,80,275,141,120,26,17,579,43,70,70,0,101,77,0,314,39,95,002600
"Census Tract 27, Lucas County, Ohio",86,10,37,37,2,958,31,179,307,155,117,104,65,748,169,162,138,51,99,76,43,512,39,95,002700
"Census Tract 28, Lucas County, Ohio",212,43,52,20,97,1037,76,172,297,183,121,115,73,789,188,392,296,106,146,127,31,423,39,95,002800
"Census Tract 29, Lucas County, Ohio",157,60,70,27,0,1227,164,291,458,196,56,17,45,772,62,381,275,56,213,192,0,551,39,95,002900
"Census Tract 30, Lucas County, Ohio",236,38,92,100,6,1194,52,254,483,337,18,42,8,888,50,229,152,0,147,101,0,489,39,95,003000
"Census Tract 31, Lucas County, Ohio",25,0,25,0,0,692,37,25,204,204,88,52,82,630,134,129,129,46,139,139,0,258,39,95,003100
"Census Tract 32, Lucas County, Ohio",154,40,48,66,0,679,27,77,281,155,21,82,36,575,118,102,81,9,70,51,3,397,39,95,003200
"Census Tract 33, Lucas County, Ohio",145,62,23,60,0,864,17,177,308,254,15,59,34,670,93,168,142,18,148,55,0,297,39,95,003300
"Census Tract 35, Lucas County, Ohio",76,18,19,39,0,716,48,128,187,225,69,26,33,540,59,176,157,18,120,77,0,236,39,95,003500
"Census Tract 36, Lucas County, Ohio",82,69,13,0,0,785,48,142,325,161,38,60,11,595,71,141,141,1,154,126,28,238,39,95,003600
"Census Tract 39.01, Lucas County, Ohio",261,11,105,145,0,2235,17,380,931,521,134,189,63,1838,252,345,290,36,671,671,66,763,39,95,003901
"Census Tract 39.02, Lucas County, Ohio",207,64,143,0,0,1529,82,119,512,148,355,259,54,1328,313,431,367,75,315,230,91,401,39,95,003902
"Census Tract 40, Lucas County, Ohio",88,44,28,16,0,991,15,185,318,348,75,29,21,791,50,190,158,23,240,197,19,399,39,95,004000
"Census Tract 42, Lucas County, Ohio",156,50,85,16,5,1028,112,395,220,194,56,4,47,521,51,292,162,4,300,91,24,344,39,95,004200
"Census Tract 44.01, Lucas County, Ohio",171,35,33,103,0,772,36,122,181,98,190,138,7,614,145,121,75,0,163,117,71,402,39,95,004401
"Census Tract 44.02, Lucas County, Ohio",102,58,12,32,0,1083,34,203,106,404,150,100,86,846,186,261,196,15,244,110,16,459,39,95,004402
"Census Tract 45.01, Lucas County, Ohio",214,32,121,44,17,1846,0,117,390,510,155,521,153,1729,674,256,229,59,267,267,92,990,39,95,004501
"Census Tract 45.03, Lucas County, Ohio",115,0,73,36,6,1923,48,75,649,508,379,196,68,1800,264,460,449,128,247,226,9,720,39,95,004503
"Census Tract 45.04, Lucas County, Ohio",135,5,45,81,4,2428,46,29,562,500,206,724,361,2353,1085,618,618,451,361,316,122,810,39,95,004504
"Census Tract 46, Lucas County, Ohio",160,48,75,37,0,1642,64,292,691,449,100,36,10,1286,46,356,256,6,318,266,0,651,39,95,004600
"Census Tract 47.01, Lucas County, Ohio",160,57,88,0,15,1446,46,182,702,409,62,32,13,1218,45,356,356,0,359,258,0,475,39,95,004701
"Census Tract 47.02, Lucas County, Ohio",528,114,334,71,9,2034,181,292,647,640,189,46,39,1561,85,534,394,20,364,315,31,630,39,95,004702
"Census Tract 48, Lucas County, Ohio",175,54,74,12,35,1547,63,414,670,325,49,8,18,1070,26,563,410,14,250,142,0,540,39,95,004800
"Census Tract 49, Lucas County, Ohio",230,108,33,67,22,1593,63,222,738,350,109,93,18,1308,111,342,305,70,341,279,0,688,39,95,004900
"Census Tract 50, Lucas County, Ohio",146,40,92,11,3,1098,10,62,612,265,68,22,59,1026,81,209,201,0,262,253,60,424,39,95,005000
"Census Tract 51.01, Lucas County, Ohio",179,92,33,54,0,1958,182,417,736,289,264,40,30,1359,70,443,263,0,339,293,0,994,39,95,005101
"Census Tract 51.02, Lucas County, Ohio",280,206,28,11,35,1081,91,135,375,157,97,178,48,855,226,218,198,29,273,237,22,420,39,95,005102
"Census Tract 52, Lucas County, Ohio",266,43,107,78,38,2163,188,218,811,485,229,150,82,1757,232,565,536,108,369,298,10,857,39,95,005200
"Census Tract 53, Lucas County, Ohio",244,70,118,56,0,1285,102,243,434,270,95,63,78,940,141,263,176,0,464,356,128,372,39,95,005300
"Census Tract 17, Lucas County, Ohio",58,32,11,15,0,631,21,175,119,109,105,58,44,435,102,241,110,14,99,81,12,201,39,95,001700
"Census Tract 54, Lucas County, Ohio",131,9,73,49,0,1427,61,238,582,246,134,126,40,1128,166,430,282,25,310,278,63,538,39,95,005400
"Census Tract 55.01, Lucas County, Ohio",45,0,12,33,0,2014,75,100,756,604,244,197,38,1839,235,564,528,130,250,241,10,554,39,95,005501
"Census Tract 55.02, Lucas County, Ohio",430,64,204,119,43,2370,85,38,924,658,266,293,106,2247,399,417,417,64,636,612,80,789,39,95,005502
"Census Tract 55.03, Lucas County, Ohio",244,13,137,81,13,1371,23,82,536,374,228,104,24,1266,128,140,140,14,293,234,35,562,39,95,005503
"Census Tract 56.01, Lucas County, Ohio",228,65,33,114,16,3436,39,81,1002,844,406,666,398,3316,1064,845,845,335,641,625,231,1084,39,95,005601
"Census Tract 56.02, Lucas County, Ohio",88,0,88,0,0,546,52,94,147,108,139,6,0,400,6,92,92,0,14,14,6,342,39,95,005602
"Census Tract 57.01, Lucas County, Ohio",218,29,124,46,19,2371,77,208,1102,602,222,101,59,2086,160,481,458,45,321,259,44,1127,39,95,005701
"Census Tract 57.03, Lucas County, Ohio",161,30,44,82,5,1551,9,121,577,450,157,212,25,1421,237,402,402,35,305,278,99,456,39,95,005703
"Census Tract 57.04, Lucas County, Ohio",381,147,139,95,0,1657,15,147,701,283,146,270,95,1495,365,376,376,160,244,235,114,783,39,95,005704
"Census Tract 57.05, Lucas County, Ohio",153,0,46,107,0,1388,13,355,275,494,124,109,18,1020,127,335,335,55,188,135,24,656,39,95,005705
"Census Tract 58.01, Lucas County, Ohio",422,79,186,157,0,2598,86,176,1015,623,391,194,113,2336,307,442,403,24,395,384,59,955,39,95,005801
"Census Tract 58.03, Lucas County, Ohio",142,51,53,38,0,1490,15,23,728,416,100,139,69,1452,208,326,326,18,204,204,35,641,39,95,005803
"Census Tract 58.04, Lucas County, Ohio",174,11,82,76,5,1798,61,112,552,673,230,164,6,1625,170,468,421,54,480,468,0,539,39,95,005804
"Census Tract 59.01, Lucas County, Ohio",115,0,34,50,31,1953,6,57,677,633,196,239,145,1890,384,333,333,92,371,325,67,806,39,95,005901
"Census Tract 59.02, Lucas County, Ohio",251,96,50,72,33,2908,67,109,1344,771,214,342,61,2732,403,958,939,233,318,308,21,995,39,95,005902
"Census Tract 60, Lucas County, Ohio",155,10,84,61,0,1620,3,95,492,413,182,332,103,1522,435,304,231,60,301,300,139,590,39,95,006000
"Census Tract 61, Lucas County, Ohio",368,91,111,166,0,2132,46,111,653,588,206,322,206,1975,528,593,591,141,345,327,78,780,39,95,006100
"Census Tract 62, Lucas County, Ohio",218,0,32,179,7,1891,71,185,625,419,116,285,190,1635,475,500,429,166,192,145,72,677,39,95,006200
"Census Tract 63, Lucas County, Ohio",322,33,99,94,96,2118,27,123,419,655,264,481,149,1968,630,531,531,96,595,535,187,670,39,95,006300
"Census Tract 64, Lucas County, Ohio",144,24,67,44,9,1688,0,102,292,326,157,503,308,1586,811,408,335,180,460,460,325,731,39,95,006400
"Census Tract 65, Lucas County, Ohio",369,10,57,212,90,1781,64,126,207,597,139,463,185,1591,648,710,691,403,213,213,18,453,39,95,006500
"Census Tract 66, Lucas County, Ohio",536,121,75,318,22,1412,92,84,541,386,151,92,66,1236,158,142,142,0,284,284,71,545,39,95,006600
"Census Tract 67, Lucas County, Ohio",418,13,83,289,33,947,114,132,286,210,66,119,20,701,139,263,214,75,130,75,28,318,39,95,006700
"Census Tract 68.01, Lucas County, Ohio",339,0,190,134,15,1924,20,294,601,436,319,55,199,1610,254,292,292,226,593,459,0,808,39,95,006801
"Census Tract 68.02, Lucas County, Ohio",404,30,202,102,70,1841,45,281,438,218,434,317,108,1515,425,441,422,142,360,332,197,673,39,95,006802
"Census Tract 69, Lucas County, Ohio",40,7,16,17,0,2137,52,97,471,719,153,510,135,1988,645,613,613,285,479,476,79,551,39,95,006900
"Census Tract 70.02, Lucas County, Ohio",133,2,25,64,42,1348,4,10,368,281,139,293,253,1334,546,275,275,115,230,225,108,518,39,95,007002
"Census Tract 70.03, Lucas County, Ohio",123,36,51,29,7,1349,22,11,336,294,273,291,122,1316,413,325,325,176,289,289,81,478,39,95,007003
"Census Tract 70.04, Lucas County, Ohio",50,7,18,25,0,1484,0,50,455,337,232,242,168,1434,410,280,259,115,247,247,63,575,39,95,007004
"Census Tract 71.02, Lucas County, Ohio",236,68,79,62,27,2601,40,92,547,675,174,665,408,2469,1073,399,391,215,446,417,123,1026,39,95,007102
"Census Tract 71.03, Lucas County, Ohio",272,15,119,63,75,1851,0,42,543,414,175,487,190,1809,677,373,364,234,304,293,99,789,39,95,007103
"Census Tract 71.04, Lucas County, Ohio",169,74,45,35,15,1191,10,33,279,275,97,289,208,1148,497,175,175,103,186,186,65,513,39,95,007104
"Census Tract 72.02, Lucas County, Ohio",262,15,59,145,43,2776,41,171,1009,544,233,512,266,2564,778,590,589,218,366,314,127,905,39,95,007202
"Census Tract 72.04, Lucas County, Ohio",651,0,81,297,273,3112,90,222,636,1134,64,613,353,2800,966,689,645,228,492,477,85,1081,39,95,007204
"Census Tract 72.06, Lucas County, Ohio",17,0,8,0,9,1275,0,16,254,298,134,326,247,1259,573,117,109,40,265,265,143,560,39,95,007206
"Census Tract 72.07, Lucas County, Ohio",84,0,56,0,28,1938,35,84,686,592,79,333,129,1819,462,572,572,53,384,345,123,467,39,95,007207
"Census Tract 72.08, Lucas County, Ohio",277,0,135,59,83,1923,0,131,349,501,305,563,74,1792,637,588,588,238,179,179,58,629,39,95,007208
"Census Tract 72.09, Lucas County, Ohio",286,0,53,192,41,1553,80,168,425,387,92,226,175,1305,401,528,466,248,88,88,0,546,39,95,007209
"Census Tract 73.02, Lucas County, Ohio",277,10,118,116,33,2110,141,126,725,604,187,274,53,1843,327,305,257,54,171,161,4,1012,39,95,007302
"Census Tract 73.04, Lucas County, Ohio",298,33,45,67,153,2089,299,100,426,522,159,417,166,1690,583,564,564,245,378,150,0,619,39,95,007304
"Census Tract 73.05, Lucas County, Ohio",72,16,56,0,0,1739,0,144,611,715,176,55,38,1595,93,377,377,0,468,448,20,565,39,95,007305
"Census Tract 73.06, Lucas County, Ohio",358,23,170,79,86,2499,106,279,684,688,429,251,62,2114,313,504,437,50,343,313,114,734,39,95,007306
"Census Tract 73.07, Lucas County, Ohio",309,39,134,92,44,658,45,100,90,264,90,50,19,513,69,469,377,63,51,36,6,127,39,95,007307
"Census Tract 74.01, Lucas County, Ohio",547,0,131,380,36,1754,0,231,445,605,191,250,32,1523,282,623,543,173,165,157,0,652,39,95,007401
